Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(North , 1 , 1 , Dormant , 75.0) : Stay = -4.178550482249536
(Centre , 1 , 1 , Dormant , 100.0) : Left = -12.209341281166003
(East , 1 , 1 , Dormant , 100.0) : Stay = -14.72894187444
(West , 1 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 1 , 1 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -30.5925435902605
(East , 1 , 1 , Ready , 25.0) : Shoot = -12.742346559845998
(West , 1 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 1 , 1 , Ready , 25.0) : Stay = 6.62894448564835
(North , 1 , 1 , Ready , 25.0) : Stay = 6.62894448564835
(Centre , 1 , 1 , Ready , 50.0) : Left = -37.358637121875006
(East , 1 , 1 , Ready , 50.0) : Stay = -43.057725293900006
(West , 1 , 1 , Ready , 50.0) : Stay = 0.0
(South , 1 , 1 , Ready , 50.0) : Stay = -5.541867481241363
(North , 1 , 1 , Ready , 50.0) : Stay = -5.541867481241363
(Centre , 1 , 1 , Ready , 75.0) : Left = -37.358637121875006
(East , 1 , 1 , Ready , 75.0) : Stay = -43.057725293900006
(West , 1 , 1 , Ready , 75.0) : Stay = 0.0
(South , 1 , 1 , Ready , 75.0) : Stay = -5.783899989158662
(North , 1 , 1 , Ready , 75.0) : Stay = -5.783899989158662
(Centre , 1 , 1 , Ready , 100.0) : Left = -37.358637121875006
(East , 1 , 1 , Ready , 100.0) : Stay = -43.057725293900006
(West , 1 , 1 , Ready , 100.0) : Stay = 0.0
(South , 1 , 1 , Ready , 100.0) : Stay = -5.783899989158662
(North , 1 , 1 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 18.679532126658
(East , 1 , 2 , Dormant , 25.0) : Shoot = 37.51720915263848
(West , 1 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Dormant , 25.0) : Stay = 10.011137724397345
(North , 1 , 2 , Dormant , 25.0) : Stay = 10.011137724397345
(Centre , 1 , 2 , Dormant , 50.0) : Right = -7.394292055460805
(East , 1 , 2 , Dormant , 50.0) : Shoot = 11.36964814265816
(West , 1 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 50.0) : Stay = 0.06217859172993734
(North , 1 , 2 , Dormant , 50.0) : Stay = 0.06217859172993734
(Centre , 1 , 2 , Dormant , 75.0) : Left = -12.209341281166003
(East , 1 , 2 , Dormant , 75.0) : Stay = -14.72894187444
(West , 1 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 75.0) : Stay = -4.178550482249536
(North , 1 , 2 , Dormant , 75.0) : Stay = -4.178550482249536
(Centre , 1 , 2 , Dormant , 100.0) : Left = -12.209341281166003
(East , 1 , 2 , Dormant , 100.0) : Stay = -14.72894187444
(West , 1 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 1 , 2 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 1 , 2 , Ready , 25.0) : Shoot = -28.780108277323002
(East , 1 , 2 , Ready , 25.0) : Shoot = -11.444545435071
(West , 1 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Ready , 25.0) : Stay = 7.247694791931766
(North , 1 , 2 , Ready , 25.0) : Stay = 7.247694791931766
(Centre , 1 , 2 , Ready , 50.0) : Left = -37.358637121875006
(East , 1 , 2 , Ready , 50.0) : Shoot = -41.198054631105
(West , 1 , 2 , Ready , 50.0) : Stay = 0.0
(South , 1 , 2 , Ready , 50.0) : Stay = -2.7177690811480315
(North , 1 , 2 , Ready , 50.0) : Stay = -2.7177690811480315
(Centre , 1 , 2 , Ready , 75.0) : Left = -37.358637121875006
(East , 1 , 2 , Ready , 75.0) : Stay = -43.057725293900006
(West , 1 , 2 , Ready , 75.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -5.783899989158662
(North , 1 , 2 , Ready , 75.0) : Stay = -5.783899989158662
(Centre , 1 , 2 , Ready , 100.0) : Left = -37.358637121875006
(East , 1 , 2 , Ready , 100.0) : Stay = -43.057725293900006
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -5.783899989158662
(North , 1 , 2 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 20.217588403785005
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.81439257305716
(West , 1 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Dormant , 25.0) : Stay = 10.04276016701813
(North , 1 , 3 , Dormant , 25.0) : Stay = 10.04276016701813
(Centre , 1 , 3 , Dormant , 50.0) : Right = -4.4912592418132
(East , 1 , 3 , Dormant , 50.0) : Shoot = 15.59010395196836
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = 0.497633513777078
(North , 1 , 3 , Dormant , 50.0) : Stay = 0.497633513777078
(Centre , 1 , 3 , Dormant , 75.0) : Left = -11.90584207249768
(East , 1 , 3 , Dormant , 75.0) : Shoot = -9.127757037358725
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Stay = -3.875051273581215
(North , 1 , 3 , Dormant , 75.0) : Stay = -3.875051273581215
(Centre , 1 , 3 , Dormant , 100.0) : Left = -12.209341281166003
(East , 1 , 3 , Dormant , 100.0) : Stay = -14.72894187444
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 1 , 3 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -28.3126071838855
(East , 1 , 3 , Ready , 25.0) : Shoot = -11.3909253363435
(West , 1 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Ready , 25.0) : Stay = 7.269211362903935
(North , 1 , 3 , Ready , 25.0) : Stay = 7.269211362903935
(Centre , 1 , 3 , Ready , 50.0) : Left = -37.358637121875006
(East , 1 , 3 , Ready , 50.0) : Shoot = -40.7154737425575
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
(South , 1 , 3 , Ready , 50.0) : Stay = -2.4456097548685687
(North , 1 , 3 , Ready , 50.0) : Stay = -2.4456097548685687
(Centre , 1 , 3 , Ready , 75.0) : Left = -37.358637121875006
(East , 1 , 3 , Ready , 75.0) : Stay = -43.057725293900006
(West , 1 , 3 , Ready , 75.0) : Stay = 0.0
(South , 1 , 3 , Ready , 75.0) : Stay = -5.594212983740962
(North , 1 , 3 , Ready , 75.0) : Stay = -5.594212983740962
(Centre , 1 , 3 , Ready , 100.0) : Left = -37.358637121875006
(East , 1 , 3 , Ready , 100.0) : Stay = -43.057725293900006
(West , 1 , 3 , Ready , 100.0) : Stay = 0.0
(South , 1 , 3 , Ready , 100.0) : Stay = -5.783899989158662
(North , 1 , 3 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 2 , 0 , Dormant , 25.0) : Left = -11.91588731064424
(East , 2 , 0 , Dormant , 25.0) : Hit = -10.21806565676928
(West , 2 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 25.0) : Stay = -3.8098427253632554
(North , 2 , 0 , Dormant , 25.0) : Craft = -3.36968469810415
(Centre , 2 , 0 , Dormant , 50.0) : Left = -11.927851346632242
(East , 2 , 0 , Dormant , 50.0) : Hit = -10.281873848705281
(West , 2 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 50.0) : Stay = -3.8218067613512554
(North , 2 , 0 , Dormant , 50.0) : Stay = -3.8218067613512554
(Centre , 2 , 0 , Dormant , 75.0) : Left = -12.209341281166003
(East , 2 , 0 , Dormant , 75.0) : Stay = -14.72894187444
(West , 2 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 75.0) : Stay = -4.178550482249536
(North , 2 , 0 , Dormant , 75.0) : Stay = -4.178550482249536
(Centre , 2 , 0 , Dormant , 100.0) : Left = -12.209341281166003
(East , 2 , 0 , Dormant , 100.0) : Stay = -14.72894187444
(West , 2 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 2 , 0 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 2 , 0 , Ready , 25.0) : Left = -37.280870887953
(East , 2 , 0 , Ready , 25.0) : Stay = -41.68544996687599
(West , 2 , 0 , Ready , 25.0) : Stay = 0.0
(South , 2 , 0 , Ready , 25.0) : Stay = -5.511957391271363
(North , 2 , 0 , Ready , 25.0) : Craft = -4.112550959008374
(Centre , 2 , 0 , Ready , 50.0) : Left = -37.358637121875006
(East , 2 , 0 , Ready , 50.0) : Stay = -43.057725293900006
(West , 2 , 0 , Ready , 50.0) : Stay = 0.0
(South , 2 , 0 , Ready , 50.0) : Stay = -5.541867481241363
(North , 2 , 0 , Ready , 50.0) : Stay = -5.541867481241363
(Centre , 2 , 0 , Ready , 75.0) : Left = -37.358637121875006
(East , 2 , 0 , Ready , 75.0) : Stay = -43.057725293900006
(West , 2 , 0 , Ready , 75.0) : Stay = 0.0
(South , 2 , 0 , Ready , 75.0) : Stay = -5.783899989158662
(North , 2 , 0 , Ready , 75.0) : Stay = -5.783899989158662
(Centre , 2 , 0 , Ready , 100.0) : Left = -37.358637121875006
(East , 2 , 0 , Ready , 100.0) : Stay = -43.057725293900006
(West , 2 , 0 , Ready , 100.0) : Stay = 0.0
(South , 2 , 0 , Ready , 100.0) : Stay = -5.783899989158662
(North , 2 , 0 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 2 , 1 , Dormant , 25.0) : Right = 15.1720915263848
(East , 2 , 1 , Dormant , 25.0) : Shoot = 33.72274179290384
(West , 2 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 2 , 1 , Dormant , 25.0) : Stay = 9.257800877369062
(North , 2 , 1 , Dormant , 25.0) : Stay = 9.257800877369062
(Centre , 2 , 1 , Dormant , 50.0) : Left = -11.927851346632242
(East , 2 , 1 , Dormant , 50.0) : Hit = -10.281873848705281
(West , 2 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 50.0) : Stay = -3.8218067613512554
(North , 2 , 1 , Dormant , 50.0) : Stay = -3.8218067613512554
(Centre , 2 , 1 , Dormant , 75.0) : Left = -12.209341281166003
(East , 2 , 1 , Dormant , 75.0) : Stay = -14.72894187444
(West , 2 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 75.0) : Stay = -4.178550482249536
(North , 2 , 1 , Dormant , 75.0) : Stay = -4.178550482249536
(Centre , 2 , 1 , Dormant , 100.0) : Left = -12.209341281166003
(East , 2 , 1 , Dormant , 100.0) : Stay = -14.72894187444
(West , 2 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 2 , 1 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -30.5925435902605
(East , 2 , 1 , Ready , 25.0) : Shoot = -12.742346559845998
(West , 2 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 1 , Ready , 25.0) : Stay = 6.62894448564835
(North , 2 , 1 , Ready , 25.0) : Stay = 6.62894448564835
(Centre , 2 , 1 , Ready , 50.0) : Left = -37.358637121875006
(East , 2 , 1 , Ready , 50.0) : Stay = -43.057725293900006
(West , 2 , 1 , Ready , 50.0) : Stay = 0.0
(South , 2 , 1 , Ready , 50.0) : Stay = -5.541867481241363
(North , 2 , 1 , Ready , 50.0) : Stay = -5.541867481241363
(Centre , 2 , 1 , Ready , 75.0) : Left = -37.358637121875006
(East , 2 , 1 , Ready , 75.0) : Stay = -43.057725293900006
(West , 2 , 1 , Ready , 75.0) : Stay = 0.0
(South , 2 , 1 , Ready , 75.0) : Stay = -5.783899989158662
(North , 2 , 1 , Ready , 75.0) : Stay = -5.783899989158662
(Centre , 2 , 1 , Ready , 100.0) : Left = -37.358637121875006
(East , 2 , 1 , Ready , 100.0) : Stay = -43.057725293900006
(West , 2 , 1 , Ready , 100.0) : Stay = 0.0
(South , 2 , 1 , Ready , 100.0) : Stay = -5.783899989158662
(North , 2 , 1 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 18.679532126658
(East , 2 , 2 , Dormant , 25.0) : Shoot = 37.51720915263848
(West , 2 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Dormant , 25.0) : Stay = 10.011137724397345
(North , 2 , 2 , Dormant , 25.0) : Stay = 10.011137724397345
(Centre , 2 , 2 , Dormant , 50.0) : Right = -7.394292055460805
(East , 2 , 2 , Dormant , 50.0) : Shoot = 11.36964814265816
(West , 2 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 50.0) : Stay = 0.06217859172993734
(North , 2 , 2 , Dormant , 50.0) : Stay = 0.06217859172993734
(Centre , 2 , 2 , Dormant , 75.0) : Left = -12.209341281166003
(East , 2 , 2 , Dormant , 75.0) : Stay = -14.72894187444
(West , 2 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 75.0) : Stay = -4.178550482249536
(North , 2 , 2 , Dormant , 75.0) : Stay = -4.178550482249536
(Centre , 2 , 2 , Dormant , 100.0) : Left = -12.209341281166003
(East , 2 , 2 , Dormant , 100.0) : Stay = -14.72894187444
(West , 2 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 2 , 2 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 2 , 2 , Ready , 25.0) : Shoot = -28.780108277323002
(East , 2 , 2 , Ready , 25.0) : Shoot = -11.444545435071
(West , 2 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Ready , 25.0) : Stay = 7.247694791931766
(North , 2 , 2 , Ready , 25.0) : Stay = 7.247694791931766
(Centre , 2 , 2 , Ready , 50.0) : Left = -37.358637121875006
(East , 2 , 2 , Ready , 50.0) : Shoot = -41.198054631105
(West , 2 , 2 , Ready , 50.0) : Stay = 0.0
(South , 2 , 2 , Ready , 50.0) : Stay = -2.7177690811480315
(North , 2 , 2 , Ready , 50.0) : Stay = -2.7177690811480315
(Centre , 2 , 2 , Ready , 75.0) : Left = -37.358637121875006
(East , 2 , 2 , Ready , 75.0) : Stay = -43.057725293900006
(West , 2 , 2 , Ready , 75.0) : Stay = 0.0
(South , 2 , 2 , Ready , 75.0) : Stay = -5.783899989158662
(North , 2 , 2 , Ready , 75.0) : Stay = -5.783899989158662
(Centre , 2 , 2 , Ready , 100.0) : Left = -37.358637121875006
(East , 2 , 2 , Ready , 100.0) : Stay = -43.057725293900006
(West , 2 , 2 , Ready , 100.0) : Stay = 0.0
(South , 2 , 2 , Ready , 100.0) : Stay = -5.783899989158662
(North , 2 , 2 , Ready , 100.0) : Stay = -5.783899989158662
(Centre , 2 , 3 , Dormant , 25.0) : Shoot = 20.217588403785005
(East , 2 , 3 , Dormant , 25.0) : Shoot = 37.81439257305716
(West , 2 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Dormant , 25.0) : Stay = 10.04276016701813
(North , 2 , 3 , Dormant , 25.0) : Stay = 10.04276016701813
(Centre , 2 , 3 , Dormant , 50.0) : Right = -4.4912592418132
(East , 2 , 3 , Dormant , 50.0) : Shoot = 15.59010395196836
(West , 2 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 50.0) : Stay = 0.497633513777078
(North , 2 , 3 , Dormant , 50.0) : Stay = 0.497633513777078
(Centre , 2 , 3 , Dormant , 75.0) : Left = -11.90584207249768
(East , 2 , 3 , Dormant , 75.0) : Shoot = -9.127757037358725
(West , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 75.0) : Stay = -3.875051273581215
(North , 2 , 3 , Dormant , 75.0) : Stay = -3.875051273581215
(Centre , 2 , 3 , Dormant , 100.0) : Left = -12.209341281166003
(East , 2 , 3 , Dormant , 100.0) : Stay = -14.72894187444
(West , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 100.0) : Stay = -4.178550482249536
(North , 2 , 3 , Dormant , 100.0) : Stay = -4.178550482249536
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -28.3126071838855
(East , 2 , 3 , Ready , 25.0) : Shoot = -11.3909253363435
(West , 2 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Ready , 25.0) : Stay = 7.269211362903935
(North , 2 , 3 , Ready , 25.0) : Stay = 7.269211362903935
(Centre , 2 , 3 , Ready , 50.0) : Left = -37.358637121875006
(East , 2 , 3 , Ready , 50.0) : Shoot = -40.7154737425575
(West , 2 , 3 , Ready , 50.0) : Stay = 0.0
(South , 2 , 3 , Ready , 50.0) : Stay = -2.4456097548685687
(North , 2 , 3 , Ready , 50.0) : Stay = -2.4456097548685687
(Centre , 2 , 3 , Ready , 75.0) : Left = -37.358637121875006
(East , 2 , 3 , Ready , 75.0) : Stay = -43.057725293900006
(West , 2 , 3 , Ready , 75.0) : Stay = 0.0
(South , 2 , 3 , Ready , 75.0) : Stay = -5.594212983740962
(North , 2 , 3 , Ready , 75.0) : Stay = -5.594212983740962
(Centre , 2 , 3 , Ready , 100.0) : Left = -37.358637121875006
(East , 2 , 3 , Ready , 100.0) : Stay = -43.057725293900006
(West , 2 , 3 , Ready , 100.0) : Stay = 0.0
(South , 2 , 3 , Ready , 100.0) : Stay = -5.783899989158662
(North , 2 , 3 , Ready , 100.0) : Stay = -5.783899989158662
Iteration-5

(Centre , 0 , 0 , Dormant , 25.0) : Left = -12.474254646440777
(East , 0 , 0 , Dormant , 25.0) : Hit = -13.196024781017467
(West , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 25.0) : Stay = -5.998452730394158
(North , 0 , 0 , Dormant , 25.0) : Stay = -5.998452730394158
(Centre , 0 , 0 , Dormant , 50.0) : Left = -12.523031064040973
(East , 0 , 0 , Dormant , 50.0) : Hit = -13.456165674885186
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Stay = -6.060436187501328
(North , 0 , 0 , Dormant , 50.0) : Stay = -6.060436187501328
(Centre , 0 , 0 , Dormant , 75.0) : Left = -13.056145578966053
(East , 0 , 0 , Dormant , 75.0) : Stay = -20.374303859773672
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Stay = -6.87699822772662
(North , 0 , 0 , Dormant , 75.0) : Stay = -6.87699822772662
(Centre , 0 , 0 , Dormant , 100.0) : Left = -13.056145578966053
(East , 0 , 0 , Dormant , 100.0) : Stay = -20.374303859773672
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Stay = -6.87699822772662
(North , 0 , 0 , Dormant , 100.0) : Stay = -6.87699822772662
(Centre , 0 , 0 , Ready , 25.0) : Left = -39.08124408641099
(East , 0 , 0 , Ready , 25.0) : Stay = -45.957678245882846
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -7.846674192621766
(North , 0 , 0 , Ready , 25.0) : Stay = -7.846674192621766
(Centre , 0 , 0 , Ready , 50.0) : Left = -39.324666037587875
(East , 0 , 0 , Ready , 50.0) : Stay = -48.86444025058583
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -7.972051457308463
(North , 0 , 0 , Ready , 50.0) : Stay = -7.972051457308463
(Centre , 0 , 0 , Ready , 75.0) : Left = -39.324666037587875
(East , 0 , 0 , Ready , 75.0) : Stay = -48.86444025058583
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -8.559473446486011
(North , 0 , 0 , Ready , 75.0) : Stay = -8.559473446486011
(Centre , 0 , 0 , Ready , 100.0) : Left = -39.324666037587875
(East , 0 , 0 , Ready , 100.0) : Stay = -48.86444025058583
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -8.559473446486011
(North , 0 , 0 , Ready , 100.0) : Stay = -8.559473446486011
(Centre , 0 , 1 , Dormant , 25.0) : Right = 14.405294398231515
(East , 0 , 1 , Dormant , 25.0) : Shoot = 33.35049690237282
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 11.075597093746739
(North , 0 , 1 , Dormant , 25.0) : Stay = 11.075597093746739
(Centre , 0 , 1 , Dormant , 50.0) : Left = -12.523031064040973
(East , 0 , 1 , Dormant , 50.0) : Hit = -13.456165674885186
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Stay = -6.060436187501328
(North , 0 , 1 , Dormant , 50.0) : Stay = -6.060436187501328
(Centre , 0 , 1 , Dormant , 75.0) : Left = -13.056145578966053
(East , 0 , 1 , Dormant , 75.0) : Stay = -20.374303859773672
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Stay = -6.87699822772662
(North , 0 , 1 , Dormant , 75.0) : Stay = -6.87699822772662
(Centre , 0 , 1 , Dormant , 100.0) : Left = -13.056145578966053
(East , 0 , 1 , Dormant , 100.0) : Stay = -20.374303859773672
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Stay = -6.87699822772662
(North , 0 , 1 , Dormant , 100.0) : Stay = -6.87699822772662
(Centre , 0 , 1 , Ready , 25.0) : Shoot = -32.76885925190906
(East , 0 , 1 , Ready , 25.0) : Shoot = -14.717984213273743
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 8.317071025339976
(North , 0 , 1 , Ready , 25.0) : Stay = 8.317071025339976
(Centre , 0 , 1 , Ready , 50.0) : Left = -39.324666037587875
(East , 0 , 1 , Ready , 50.0) : Stay = -48.86444025058583
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -7.972051457308463
(North , 0 , 1 , Ready , 50.0) : Stay = -7.972051457308463
(Centre , 0 , 1 , Ready , 75.0) : Left = -39.324666037587875
(East , 0 , 1 , Ready , 75.0) : Stay = -48.86444025058583
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -8.559473446486011
(North , 0 , 1 , Ready , 75.0) : Stay = -8.559473446486011
(Centre , 0 , 1 , Ready , 100.0) : Left = -39.324666037587875
(East , 0 , 1 , Ready , 100.0) : Stay = -48.86444025058583
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -8.559473446486011
(North , 0 , 1 , Ready , 100.0) : Stay = -8.559473446486011
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 18.00657266927634
(East , 0 , 2 , Dormant , 25.0) : Shoot = 37.44052943982315
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 12.1862120919806
(North , 0 , 2 , Dormant , 25.0) : Stay = 12.1862120919806
(Centre , 0 , 2 , Dormant , 50.0) : Right = -9.144748519682377
(East , 0 , 2 , Dormant , 50.0) : Shoot = 10.28274424904772
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -0.29103184006974603
(North , 0 , 2 , Dormant , 50.0) : Stay = -0.29103184006974603
(Centre , 0 , 2 , Dormant , 75.0) : Left = -13.056145578966053
(East , 0 , 2 , Dormant , 75.0) : Stay = -20.374303859773672
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Stay = -6.87699822772662
(North , 0 , 2 , Dormant , 75.0) : Stay = -6.87699822772662
(Centre , 0 , 2 , Dormant , 100.0) : Left = -13.056145578966053
(East , 0 , 2 , Dormant , 100.0) : Stay = -20.374303859773672
(West , 0 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 100.0) : Stay = -6.87699822772662
(North , 0 , 2 , Dormant , 100.0) : Stay = -6.87699822772662
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -31.098449509310367
(East , 0 , 2 , Ready , 25.0) : Shoot = -13.272276198092595
(West , 0 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Ready , 25.0) : Stay = 9.281163144659176
(North , 0 , 2 , Ready , 25.0) : Stay = 9.281163144659176
(Centre , 0 , 2 , Ready , 50.0) : Left = -39.18533021317796
(East , 0 , 2 , Ready , 50.0) : Shoot = -45.236161740691855
(West , 0 , 2 , Ready , 50.0) : Stay = 0.0
(South , 0 , 2 , Ready , 50.0) : Stay = -3.3623906881915673
(North , 0 , 2 , Ready , 50.0) : Stay = -3.3623906881915673
(Centre , 0 , 2 , Ready , 75.0) : Left = -39.324666037587875
(East , 0 , 2 , Ready , 75.0) : Stay = -48.86444025058583
(West , 0 , 2 , Ready , 75.0) : Stay = 0.0
(South , 0 , 2 , Ready , 75.0) : Stay = -8.559473446486011
